author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312627501/;Москва;rent;flat;21;29;3;115.0;190000;0;Проспект Вернадского;Ленинский проспект;92К1;Новаторская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/314020802/;Москва;rent;flat;17;31;3;140.0;350000;0;Очаково-Матвеевское;Нежинская ;1к3;Давыдково
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/313472775/;Москва;rent;flat;9;18;3;105.0;150000;0;Ломоносовский; Академика Пилюгина;4;Новые Черёмушки
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313300621/;Москва;rent;flat;21;36;4;125.0;590000;0;Беговой;Ленинградский проспект;34;Динамо
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313183082/;Москва;rent;flat;7;24;3;72.0;230000;0;Фили-Давыдково;Кастанаевская ;66;Кунцевская
Delight Realty;real_estate_agent;https://www.cian.ru/rent/flat/305587533/;Москва;rent;flat;15;30;4;206.0;350000;0;Проспект Вернадского;Ленинский проспект;98К1;Новаторская
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/311993122/;Москва;rent;flat;5;8;5;204.0;450000;0;Басманный;Подсосенский переулок;3;Курская
CENTURY 21 Premium Property;real_estate_agent;https://www.cian.ru/rent/flat/313640698/;Москва;rent;flat;9;12;2;84.0;180000;0;Даниловский;проспект Лихачева;12к4;Технопарк
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310512549/;Москва;rent;flat;4;13;3;115.0;310000;0;Тверской;4-я Тверская-Ямская ;22;Маяковская
Delight Realty;real_estate_agent;https://www.cian.ru/rent/flat/313479751/;Москва;rent;flat;2;2;5;220.0;570000;0;Покровское-Стрешнево;Береговая ;3К26;Стрешнево
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/310950347/;Москва;rent;flat;3;30;4;175.0;250000;0;Обручевский; Воронцовские Пруды;3;Воронцовская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/313279541/;Москва;rent;flat;8;11;2;58.0;125000;0;Дорогомилово; Генерала Ермолова;4;Парк Победы
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/311410178/;Москва;rent;flat;8;22;3;100.0;220000;0;Пресненский;Шмитовский проезд;16С1;Улица 1905 года
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313346573/;Москва;rent;flat;7;8;4;192.0;600000;0;Якиманка; Большая Якиманка;17/2С2;Полянка
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/311131574/;Москва;rent;flat;4;5;3;70.0;150000;0;Дорогомилово;Можайский переулок;3;Студенческая
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310950116/;Москва;rent;flat;4;12;4;140.0;300000;0;Дорогомилово;Кутузовский проспект;11;Киевская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310422781/;Москва;rent;flat;6;7;3;103.0;300000;0;Красносельский;Милютинский переулок;3;Лубянка
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/312676558/;Москва;rent;flat;11;12;4;143.6;790000;0;Хамовники; Усачева;10С1;Фрунзенская
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312675085/;Москва;rent;flat;7;8;3;65.0;190000;0;Щукино; Маршала Бирюзова;8К1;Октябрьское поле
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313586510/;Москва;rent;flat;27;30;3;80.0;175000;0;Можайский; Петра Алексеева;14;Давыдково
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/308403585/;Москва;rent;flat;12;13;3;120.0;200000;0;Филевский парк;2-я Филевская ;6к5;Багратионовская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313065233/;Москва;rent;flat;2;6;4;154.0;750000;0;Замоскворечье;Озерковская набережная;26;Новокузнецкая
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/312774938/;Москва;rent;flat;2;4;5;160.0;450000;0;Гагаринский;Андреевская набережная;1к13;Ленинский проспект
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/306060977/;Москва;rent;flat;8;8;5;200.0;300000;0;Тверской;Тверская ;9;Охотный ряд
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/313474801/;Москва;rent;flat;7;17;2;62.0;110000;0;Хорошевский; Полины Осипенко;22К2;Полежаевская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313338973/;Москва;rent;flat;12;12;2;67.0;170000;0;Тверской;1-я Миусская ;2С1;Новослободская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/312220332/;Москва;rent;flat;6;14;3;120.0;200000;0;Кунцево; Маршала Тимошенко;17К2;Крылатское
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313577441/;Москва;rent;flat;5;12;4;170.0;450000;0;Пресненский; Красная Пресня;21;Краснопресненская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313817782/;Москва;rent;flat;7;9;3;134.0;1300000;0;Хамовники;Трубецкая ;12;Фрунзенская
Delight Realty;real_estate_agent;https://www.cian.ru/rent/flat/307312579/;Москва;rent;flat;2;12;-1;330.0;800000;0;Войковский;Ленинградское шоссе;37к1;Водный стадион
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/312070715/;Москва;rent;flat;5;7;4;145.0;420000;0;Хамовники;1-й Зачатьевский переулок;4;Кропоткинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310996661/;Москва;rent;flat;5;9;2;43.0;210000;0;Беговой; 1-я Ямского Поля;1к1;Белорусская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/310228181/;Москва;rent;flat;16;22;3;100.0;450000;0;Пресненский;Зоологическая ;22;Баррикадная
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/313871376/;Москва;rent;flat;4;4;3;130.0;350000;0;Басманный;Малый Козловский переулок;8;Красные ворота
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/308230314/;Москва;rent;flat;10;11;-1;200.0;450000;0;Хорошево-Мневники;проспект Маршала Жукова;59;Бульвар Генерала Карбышева
Delight Realty;real_estate_agent;https://www.cian.ru/rent/flat/312667809/;Москва;rent;flat;4;14;3;120.0;240000;0;Мещанский;Протопоповский переулок;17С3;Проспект Мира
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/312894623/;Москва;rent;flat;7;9;3;75.0;200000;0;Хамовники;Ростовская набережная;3;Смоленская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/309656378/;Москва;rent;flat;6;10;3;120.0;200000;0;Якиманка; Серафимовича;2;Боровицкая
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/313382182/;Москва;rent;flat;21;32;3;112.0;200000;0;Проспект Вернадского;Ленинский проспект;92К1;Новаторская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/311634144/;Москва;rent;flat;4;21;4;175.0;400000;0;Покровское-Стрешнево;Сосновая аллея;1;Щукинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/311594259/;Москва;rent;flat;13;42;2;43.0;110000;0;Котловка;Севастопольский проспект;22А;Крымская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/310513005/;Москва;rent;flat;4;12;3;115.0;310000;0;Тверской;4-я Тверская-Ямская ;22;Маяковская
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/rent/flat/313652851/;Москва;rent;flat;4;9;3;58.0;220000;0;Тверской;Тверская ;15;Пушкинская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312627503/;Москва;rent;flat;2;8;4;140.0;430000;0;Якиманка;1-й Спасоналивковский переулок;18С2;Полянка
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/309516485/;Москва;rent;flat;17;19;3;56.0;180000;0;Красносельский;переулок Докучаев;2с3;Площадь трёх вокзалов
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313630718/;Москва;rent;flat;5;6;4;170.0;350000;0;Красносельский;переулок Рыбников;4;Тургеневская
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/312307719/;Москва;rent;flat;5;5;1;70.0;180000;0;Хамовники;Мансуровский переулок;10С2;Парк Культуры
SKOLKOVO НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/312971069/;Москва;rent;flat;1;37;4;130.0;370000;0;Хорошево-Мневники;Шелепихинская набережная;34к1;Шелепиха
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312772853/;Москва;rent;flat;3;4;4;130.0;430000;0;Крылатское;Островной проезд;8;Молодёжная
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/306546292/;Москва;rent;flat;4;6;-1;206.0;380000;0;Басманный;Архангельский переулок;7;Чистые пруды
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/312480880/;Москва;rent;flat;4;6;4;208.0;1500000;0;Хамовники;переулок Коробейников;1;Парк Культуры
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313201252/;Москва;rent;flat;7;7;4;193.0;600000;0;Якиманка; Большая Якиманка;17/2С2;Полянка
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310268803/;Москва;rent;flat;5;20;2;83.0;150000;0;Южнопортовый;3-й Крутицкий переулок;11;Пролетарская
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/313472381/;Москва;rent;flat;8;22;2;41.0;175000;0;Даниловский;бульвар Братьев Весниных;1;ЗИЛ
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/310572304/;Москва;rent;flat;6;12;5;180.0;280000;0;Черемушки; Гарибальди;36;Новые Черёмушки
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/313918939/;Москва;rent;flat;2;18;3;120.0;300000;0;Раменки;Ломоносовский проспект;25к5;Университет
Penny Lane Moscow;real_estate_agent;https://www.cian.ru/rent/flat/311706802/;Москва;rent;flat;10;22;3;110.0;210000;0;Пресненский;Шмитовский проезд;16С2;Москва-Сити
SKOLKOVO НЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/rent/flat/310766132/;Москва;rent;flat;30;67;2;73.0;400000;0;Пресненский;Краснопресненская набережная;14Ак1;Москва-Сити
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/313419582/;Москва;rent;flat;3;3;3;85.0;200000;0;Донской;Духовской переулок;17;Тульская
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/306599579/;Москва;rent;flat;5;6;-1;335.0;1700000;0;Арбат;переулок Романов;5;Библиотека им. Ленина
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302449658/;Москва;rent;flat;2;5;3;130.0;350000;0;Хамовники;Курсовой переулок;8/2;Кропоткинская
